author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
854792794984120321,2021-10-26 23:59:55+00:00, ,1453149424658665477,en,0,0,0,106,Twitter Web App,RT @Sbh08Mae: @RepMikeLevin is an environmental lawyer passionate about clean energy &amp; helping accelerate the transition toward a more sust…
2569844741,2021-10-26 23:59:55+00:00, ,1453149424608321536,en,0,0,0,345,Twitter for iPhone,"RT @DemGovs: Voting rights are on the ballot
Reproductive rights are on the ballot
COVID-19 recovery is on the ballot
Climate action is on…"
366446625,2021-10-26 23:59:55+00:00, ,1453149423572193282,en,0,0,0,101,Twitter for iPhone,"RT @Sophiemcneill: Good to see @CNN call it as it is. 

""Australia will be the rich world's weakest link at COP26 with hollow net-zero and…"
244775645,2021-10-26 23:59:55+00:00, ,1453149423329062913,en,0,0,0,19,Twitter for iPad,RT @ClimateReality: Real communities are suffering under the weight of environmental injustice. Congress should invest in people — not wate…
1421643654754676741,2021-10-26 23:59:55+00:00, ,1453149421907161093,en,0,0,0,0,Twitter Web App,"Presidents, prime ministers, activists and royals: Who's going to COP26, Glasgow's climate change conference https://t.co/AHDbPIaKfI via @Yahoo"
1437141985404624899,2021-10-26 23:59:54+00:00, ,1453149421458399235,en,0,0,0,30,Twitter for Android,"RT @Reuters: Music star Billie Eilish joined forced with scientists from the group Arctic Basecamp, calling on world leaders to stand toget…"
2562603355,2021-10-26 23:59:53+00:00, ,1453149415414317060,en,0,0,0,253,Twitter for Android,"RT @trump4_america: In other news, the climate change dummies decided to shut down the FDR Drive Highway in Manhatten, leaving drivers angr…"
1255848224574763009,2021-10-26 23:59:53+00:00, ,1453149415347269639,en,0,0,0,2,Twitter,"RT @7NewsMelbourne: The Queen has cancelled plans to attend the UN climate conference, known as COP26, after doctors advised her to rest. #…"
226827262,2021-10-26 23:59:53+00:00, ,1453149414466359302,en,0,0,0,27,Twitter Web App,"RT @whereisdaz: Australia. Where the people dictating climate policy don’t think the wind blows at night 🤯
Abysmal.
https://t.co/rFPNAsFrZP"
1100393418616905730,2021-10-26 23:59:53+00:00, ,1453149414063632388,en,0,0,0,1980,Twitter for iPhone,RT @JEChalmers: For years Morrison and Frydenberg have been making false claims about the costs of acting on climate change. Today we disco…
1132554372217417728,2021-10-26 23:59:53+00:00, ,1453149413975621632,en,0,0,0,199,Twitter Web App,"RT @SarkySage: The best summary of Morrison’s climate “plan” in under a minute by @MatildaBoseley 👏👏👏👏
#auspol https://t.co/F80zX1scoU"
987447329396408321,2021-10-26 23:59:53+00:00, ,1453149413619105800,en,0,0,0,298,Twitter for iPhone,"RT @billmckibben: Huge new report today: Divestment commitments have now hit $39.42 trillion, or more than the combined GDP of US and China…"
4028751976,2021-10-26 23:59:53+00:00, ,1453149413501771776,en,0,0,0,253,Twitter Web App,"RT @trump4_america: In other news, the climate change dummies decided to shut down the FDR Drive Highway in Manhatten, leaving drivers angr…"
1257692877754335232,2021-10-26 23:59:52+00:00, ,1453149412717469697,en,0,0,0,158,Twitter for iPhone,"RT @RepJayapal: Climate action can’t wait any longer.

It’s time to Build Back Better and make real, life-changing investments that will en…"
138273081,2021-10-26 23:59:52+00:00, ,1453149412486696960,en,0,0,0,7,Twitter for iPhone,"RT @commondreams: ""Maybe, instead of spending a fortune to arm the borders, we should help the world transition to clean energy so people d…"
1223684633935728642,2021-10-26 23:59:52+00:00, ,1453149411366866944,en,0,0,0,17,Twitter for iPad,RT @MSNBC: The party is grappling with uncertainty over a potential billionaire tax and progressive angst over trimming climate change prov…
1078038958628589568,2021-10-26 23:59:52+00:00, ,1453149410351796228,en,0,0,0,960,Twitter for iPhone,"RT @PeterSweden7: Have you noticed that all of these foods they are pushing that is supposedly good for climate change, are actually unheal…"
2148456050,2021-10-26 23:59:51+00:00, ,1453149408472682499,en,0,0,0,38,Twitter for iPad,RT @TroyPSimpson: Sorry for the incessant ‘jokes’ about wind farms and the federal government’s climate change planphlet. It’s my way of co…
1306564139888779264,2021-10-26 23:59:51+00:00, ,1453149408376225792,en,0,0,0,797,Twitter for iPhone,"RT @simonahac: there's been widespread frustration &amp; low-level anger at gov't from climate+energy business, NGOs &amp; philanthropy for 8 years…"
166649870,2021-10-26 23:59:51+00:00, ,1453149407835267073,en,0,0,0,0,Twitter for iPhone,Climate change is the biggest issue facing the country. Like we literally fighting for our existence
1132791264242307073,2021-10-26 23:59:51+00:00, ,1453149407789006849,en,0,0,0,4,Twitter Web App,"RT @20thCenturyDan: Slogans not action
Announcements not commitment
Deflection not facts
Lies not truth

Welcome to the Liberal/National Go…"
1424059864527949825,2021-10-26 23:59:50+00:00, ,1453149403074768901,en,0,0,0,17,Twitter for iPhone,RT @USATRUMPMAN1: Called out on their fake climate map trending. Reminds me of AL Gore another idiot who gifted climate crisis. https://t.c…
87253645,2021-10-26 23:59:50+00:00, ,1453149401648599046,en,0,0,0,5431,Twitter for iPhone,"RT @POTUS: Make no mistake: Climate change is an existential threat to humanity.

We need to act. We need to pass my Build Back Better Agen…"
22427758,2021-10-26 23:59:50+00:00, ,1453149401061343234,en,0,0,0,0,Twitter for Android,"@MTRathers @MetalOfRiven @AudaciousPundit @ElGabacho9 @MrWillis23 You are aware that most Democrats are pretty pissed about the climate provisions getting removed, right? But it's tough when we have corruption facilitated by the Citizens United and McCutcheon vs FEC rulings, plus not enough rules around conflicts of interest"
163412567,2021-10-26 23:59:49+00:00, ,1453149399492620289,en,0,0,0,3,Twitter for iPhone,RT @cecenviro: Australia's farming sector lobby group is siding with the National Party and its reluctance to co-operate with emissions tar…
1365864750,2021-10-26 23:59:49+00:00, ,1453149398314229763,en,0,0,0,506,Twitter for Android,"RT @georgiafrets: Most climate discourse boils down to a single, painful fact:

People at the top of the food chain need to choose between…"
1382929854,2021-10-26 23:59:47+00:00, ,1453149391896862720,en,1,0,1,0,Twitter for Android,"@Federico_Tonin @bw_ignite @NPC_Higgdog_bot @RGBodhaine @theDirtReynolds @ScubaSteve80418 @DrHamPill @mrj880 Meteorological and geological history show it. While climate change occurs naturally and we're in a delicate balance, a very fortunate time to be alive. Human beings are a major catalyst in climate change, however. 

Yes, that will happen on its own... But add humans in- Much"
1200526677031505922,2021-10-26 23:59:47+00:00, ,1453149389762048008,en,0,0,0,17,Twitter Web App,"RT @griptmedia: JOHN MCGUIRK: COP 26 will make history in one way, in that we are already seeing the Irish media abandon every pretence at…"
810324639603949568,2021-10-26 23:59:46+00:00, ,1453149385563459588,en,0,0,0,27,Twitter for iPhone,"RT @doctorow: Canada NEEDS good climate policy: not only is the country a world-leader in carbon emissions, it also exports the world's fil…"
254590770,2021-10-26 23:59:45+00:00, ,1453149382707142661,en,0,0,0,0,Twitter Web App,Climate change will hit people in extreme poverty the hardest. Yet they aren’t being heard. Add your voice to ensure those most affected are part of the fight to tackle the climate crisis. #ClimateSolidarity now! https://t.co/f5kUStTk0G
1554391830,2021-10-26 23:59:45+00:00, ,1453149381620760580,en,0,0,0,0,Twitter for iPhone,Hey @ScottMorrisonMP – the only way to get to zero pollution is to slash coal and gas pollution &amp; deliver 100% clean energy THIS DECADE  #ThisCantWait #auspol Sign the petition https://t.co/zYNDmB1ILd
1326592989658042370,2021-10-26 23:59:44+00:00, ,1453149379683098626,en,0,0,0,88,Twitter for iPhone,"RT @marceldirsus: If you're interested in more data on climate, for example per capita emissions or historical emissions, take a look at Ou…"
887656354264961024,2021-10-26 23:59:44+00:00, ,1453149378353397760,en,0,0,0,1980,Twitter for iPhone,RT @JEChalmers: For years Morrison and Frydenberg have been making false claims about the costs of acting on climate change. Today we disco…
50415792,2021-10-26 23:59:43+00:00, ,1453149373731262465,en,0,0,0,2,Tweetbot for iΟS,"RT @damianlight: ""The world is squandering the opportunity to “build back better” from the Covid-19 pandemic, and faces disastrous temperat…"
182229765,2021-10-26 23:59:43+00:00, ,1453149371453767683,en,0,0,0,797,Twitter Web App,"RT @simonahac: there's been widespread frustration &amp; low-level anger at gov't from climate+energy business, NGOs &amp; philanthropy for 8 years…"
897157166,2021-10-26 23:59:43+00:00, ,1453149371436912645,en,0,0,0,5167,Twitter Web App,RT @rikki7s: **HILARIOUS!!  😂 Founder of Weather Channel inflates Stelter and CNN on their FAKE “Climate Change” agenda   😂🤣😂 https://t.co/…
841884115,2021-10-26 23:59:42+00:00, ,1453149370795237377,en,0,0,0,871,Twitter for iPad,"RT @simonahac: george orwell said political speech is ""the defence of the indefensible""… that's what @ScottMorrisonMP has given australia t…"
1359655215088082947,2021-10-26 23:59:42+00:00, ,1453149369142632453,en,0,0,0,245,Twitter for Android,"RT @Walpknut: @Pokemon Gen 7 regional forms: Maybe Raichu ate too many pancakes! The tropical climate really made Exeggutor grow! 🧏‍♂️
Gen…"
1447471681522454535,2021-10-26 23:59:42+00:00, ,1453149368417087489,en,0,0,0,0,Twitter for Android,@SenSchumer WE CAN'T AFFORD TO SPEND THIS KINDA MONEY &amp; STOP WAISTING MONEY ON CLIMATE CHANGE UNTIL YOU MAKE THE REST OF THE WORLD DO THE SAME CUZ WE CAN'T CHANGE THE CLIMATE ALL BY  OURSELVES NOBODY ALSE IS HELPING 😡😡😡😡😡😡😡👎
1902636590,2021-10-26 23:59:42+00:00, ,1453149368253652995,en,0,0,0,195,Twitter for Android,"RT @JamaalBowmanNY: Young people from @HungerStr1ke are putting their bodies on the line for our climate. 

Climate change is not going to…"
15582106,2021-10-26 23:59:42+00:00, ,1453149367863480323,en,0,0,0,18,Twitter for iPhone,"RT @sahilkapur: NEW: As Democrats race to finish the Build Back Better bill, key differences remain—and new challenges emerge.

Billionaire…"
944690434629967872,2021-10-26 23:59:40+00:00, ,1453149362356305922,en,0,0,0,917,Twitter for Android,"RT @SenatorWong: Today’s announcement is just more marketing.

They’re not even prepared to write a net zero emissions target into legislat…"
2194628858,2021-10-26 23:59:40+00:00, ,1453149361463087108,en,0,0,0,5431,Twitter for Android,"RT @POTUS: Make no mistake: Climate change is an existential threat to humanity.

We need to act. We need to pass my Build Back Better Agen…"
963882204312072193,2021-10-26 23:59:40+00:00, ,1453149359818825734,en,0,0,0,1,Twitter Web App,"RT @MelissaPons1: unbelievable, sickening and outrageous!
In the face of climate catastrophe this happens - no hope for change.

Why isn’t…"
1013526907969724416,2021-10-26 23:59:39+00:00, ,1453149358308818951,en,0,0,0,132,Twitter Web App,"RT @MikeHudema: Scotland󠁧󠁢 planted over 22,000,000 trees this year to help fight the #climatecrisis and they aren't done yet. Who's next?…"
1156805663424688128,2021-10-26 23:59:39+00:00, ,1453149354836078593,en,0,0,0,5431,Twitter for Android,"RT @POTUS: Make no mistake: Climate change is an existential threat to humanity.

We need to act. We need to pass my Build Back Better Agen…"
947259442575310848,2021-10-26 23:59:38+00:00, ,1453149353812664321,en,0,0,0,200,Twitter for iPhone,RT @SenWhitehouse: It’s a hard sale for democracy to say: “we knew about climate but we let the fossil fuel industry corrupt us and now you…
1326303320177324035,2021-10-26 23:59:38+00:00, ,1453149352613105666,en,1,0,0,0,Twitter Web App,Climate has always changed. Always will. Think the ice ages. https://t.co/ock5Y95UC4
1193584985288036352,2021-10-26 23:59:38+00:00, ,1453149351921004544,en,0,0,0,0,Twitter Web App,A Flood Of Superficial Climate Reports https://t.co/wEY96vosmL via @hooverinst
1384550236216037382,2021-10-26 23:59:38+00:00, ,1453149350603919360,en,0,0,0,7,Twitter for iPhone,"RT @jonwilson009: Imagine if BBC were as popular in the 90s as it is today. 

We’d be looking at a lot different social climate than we are…"
750970343611834368,2021-10-26 23:59:37+00:00, ,1453149349878198275,en,0,0,0,12,Twitter for iPhone,RT @MelbournePollen: Attention: @VicGovDHHS has forecast a MODERATE risk of epidemic thunderstorm asthma for parts of Victoria. Be prepared…
290920331,2021-10-26 23:59:37+00:00, ,1453149349815328771,en,0,0,0,539,Twitter for iPhone,"RT @swrighteconomy: Treasury sec Kennedy says the dept hasn't done modelling about climate change impact for ""a number of years""..."
1414976495072722946,2021-10-26 23:59:37+00:00, ,1453149348955623424,en,0,0,0,0,Twitter for Android,"@marceldirsus This is nothing new though. It's been widely known for over a decade that China had the highest emissions  and yet all climate activists focus on is the US and Europe. Grifters with private jets and multimillion dollar homes make big bucks out of ""the climate crisis"""
368154480,2021-10-26 23:59:37+00:00, ,1453149348393590784,en,0,0,0,251,Twitter Web App,"RT @VABVOX: There's nothing ""moderate"" about being a Democrat refusing to support a Democratic president's plans to bring the country back…"
1402041529045176320,2021-10-26 23:59:37+00:00, ,1453149346543767552,en,0,0,0,253,Twitter for iPad,"RT @trump4_america: In other news, the climate change dummies decided to shut down the FDR Drive Highway in Manhatten, leaving drivers angr…"
33196729,2021-10-26 23:59:36+00:00, ,1453149345642008580,en,0,0,0,1980,Twitter for Android,RT @JEChalmers: For years Morrison and Frydenberg have been making false claims about the costs of acting on climate change. Today we disco…
840699047803461633,2021-10-26 23:59:35+00:00, ,1453149341997158403,en,0,0,0,1218,Twitter for iPhone,RT @PeterSweden7: How many years before they will require you to scan a QR code to be allowed to buy meat to stop climate change?
265621470,2021-10-26 23:59:35+00:00, ,1453149341984636928,en,0,0,0,47,Twitter Web App,"RT @billmckibben: We fight the climate crisis in Washington and on Wall Street. Today was a tough day in DC, and a remarkable one in the fi…"
3307591051,2021-10-26 23:59:35+00:00, ,1453149341917401088,en,0,0,0,30,Twitter for Android,"RT @ExtinctionR: Love &amp; solidarity to James Brown, serving an unjust prison term for fighting on everyone's behalf against climate crimes a…"
3337804853,2021-10-26 23:59:33+00:00, ,1453149332568485893,en,0,0,0,779,Buffer,"RT @Women2Dc: 🚨JUST NOW: I just ran into @Sen_JoeManchin! I begged him to #BeAHero, stand up for working people, for WVians who overwhelmin…"
962471588,2021-10-26 23:59:33+00:00, ,1453149331817521152,en,49,0,2,10,Twitter Web App,"@franknfamily @LadyPoop2 @AnneWebsterMP @abcnews At the last election, the LNP worked out you could get away with the most ludicrous message on energy and climate as long as you said it often enough."
219811362,2021-10-26 23:59:33+00:00, ,1453149330441969669,en,0,0,0,5431,Twitter for Android,"RT @POTUS: Make no mistake: Climate change is an existential threat to humanity.

We need to act. We need to pass my Build Back Better Agen…"
1088636220014350336,2021-10-26 23:59:33+00:00, ,1453149330123096064,en,0,0,0,1980,Twitter for iPhone,RT @JEChalmers: For years Morrison and Frydenberg have been making false claims about the costs of acting on climate change. Today we disco…
99472571,2021-10-26 23:59:33+00:00, ,1453149330039214082,en,0,0,0,2640,Twitter for iPad,"RT @GravelInstitute: Elon Musk’s net worth increased $36 billion yesterday, more than twice the entire yearly spending for the climate cris…"
244775645,2021-10-26 23:59:32+00:00, ,1453149327237554178,en,0,0,0,21,Twitter for iPad,"RT @ClimateReality: When we talk about the scientific consensus is on the climate crisis, it’s easy to forget the remarkable breakthroughs…"
757248462996041728,2021-10-26 23:59:32+00:00, ,1453149326776147976,en,0,0,0,5431,Twitter Web App,"RT @POTUS: Make no mistake: Climate change is an existential threat to humanity.

We need to act. We need to pass my Build Back Better Agen…"
17173763,2021-10-26 23:59:31+00:00, ,1453149321570881544,en,0,0,0,23,Twitter Web App,"RT @RNBreakfast: Two First Nations leaders from the Torres Strait have launched a class action, arguing the federal government has a respon…"
889562481030565889,2021-10-26 23:59:30+00:00, ,1453149320816078853,en,0,0,0,5431,Twitter for iPhone,"RT @POTUS: Make no mistake: Climate change is an existential threat to humanity.

We need to act. We need to pass my Build Back Better Agen…"
1407722490223157254,2021-10-26 23:59:30+00:00, ,1453149318785888263,en,0,0,0,0,Twitter for Android,"As the minister for climate change, I will take a private jet to a place where 25000 people will congregate w/o quarantine, 💉💉, or mask requirements, except when the cameras are on us of course. 

What a disaster the next 4 years will be. Goodbye 🇨🇦. We had a mediocre run. https://t.co/BDjeFUmI8D https://t.co/UaWYrrGPEt"
1057821404996034563,2021-10-26 23:59:30+00:00, ,1453149317372448773,en,0,0,0,0,Twitter for Android,"Well Mr. Fossil fuel what say you gonna let kids starve?
 Climate activists confront Joe Manchin

https://t.co/QWRcwTuJt2"
433736413,2021-10-26 23:59:30+00:00, ,1453149317116481537,en,0,0,0,16,Twitter for Android,"RT @roo_urban: @danilic Nothing but the usual smoke and mirrors
#auspol 

Climate change: Australia pledges net zero emissions by 2050 http…"
158826922,2021-10-26 23:59:29+00:00, ,1453149314369265671,en,0,0,0,0,Twitter Web App,"@POTUS, @RepAOC @SenSanders The ManChin isn't opposing climate provisions, he is sabotaging them. 
Democrats scramble to salvage climate provisions in the face of Manchin’s opposition https://t.co/LoD8RMuJHy"
3862673718,2021-10-26 23:59:29+00:00, ,1453149313358512136,en,0,0,0,154,Twitter for iPhone,RT @JaggerMickOZ: Climate change is real. The climate is always changing. It always has changed and it always will. CO2 never correlated or…
21151459,2021-10-26 23:59:29+00:00, ,1453149312897019909,en,0,0,0,1230,Twitter for iPhone,RT @NickFeik: Treasury secretary admits in #estimates that Treasury hasn't done any modelling on the economic costs or benefits of net zero…
4839819043,2021-10-26 23:59:28+00:00, ,1453149311034818560,en,0,0,0,3,Twitter for Android,"RT @CGWJS54139911: No PLAN on Climate Change Just a PLAN 2 Kill the Environment, Aust Unique Animals, It's  Citizens, small islands, with F…"
210552528,2021-10-26 23:59:28+00:00, ,1453149309642448900,en,0,0,0,39,Twitter Web App,"RT @PCarterClimate: UN Climate Secretariat: Failed COP 26  ""Overshooting the temperature goals will lead to a destabilized world and ENDLES…"
369879984,2021-10-26 23:59:27+00:00, ,1453149307771760640,en,0,0,0,60,Twitter for Android,RT @ExtinctionR: Sicily set an all-time heat record for Europe this summer - and now this. What will the island look like after the 40 year…
1058031513663664128,2021-10-26 23:59:27+00:00, ,1453149306937085953,en,0,0,0,110,Twitter Web App,"RT @math_rachel: - Millions of people are disabled with long covid (a horrific illness)
- This is going to be VERY expensive
- There are bi…"
1691481068,2021-10-26 23:59:27+00:00, ,1453149305443921922,en,0,0,0,3219,Twitter for Android,RT @mrj880: Scientists say this map represents the US in 30 years if we don’t reverse climate change. https://t.co/AVvERr4Y4a
1152386982,2021-10-26 23:59:27+00:00, ,1453149304776839170,en,0,0,0,17,Twitter Web App,RT @XR_Vic: Protesters on Princes Bridge ‘locked-on’ this morning with the words Climate Crisis linking them. Our government is guilty of a…
1440572673730367493,2021-10-26 23:59:27+00:00, ,1453149304709738497,en,0,0,0,628,Twitter for Android,"RT @JasnaToken: 🏓 JasnaToken #JSA BSC 
🏓 #presale 1JSA=$0.00001 via
https://t.co/NR7ykNCOv2 
🏓#multilingual Withpaper 
🏓 #JSA for UN #Clima…"
778410554935222272,2021-10-26 23:59:26+00:00, ,1453149302147198979,en,0,0,0,10,Twitter for iPhone,"RT @bren2915: @joncoopertweets @MariaMisilewich Support BUILD BACK BETTER!   

* PAID LEAVE
*PRE-K
*CHILD CARE
*ELDER CARE
*EXPANDED MEDICA…"
476565539,2021-10-26 23:59:25+00:00, ,1453149299420790787,en,0,0,0,45,Twitter for iPhone,"RT @iMusing: last week Keith Pitt told RN “the climate is always changing”, a common formulation used by coal expansion proponents. This we…"
32503537,2021-10-26 23:59:25+00:00, ,1453149299362123776,en,0,0,0,5431,Twitter for iPhone,"RT @POTUS: Make no mistake: Climate change is an existential threat to humanity.

We need to act. We need to pass my Build Back Better Agen…"
2887322650,2021-10-26 23:59:25+00:00, ,1453149298082918404,en,0,0,0,0,Twitter Web App,"Ahead of COP26, U.N. report says G-20 is failing to fight climate change  https://t.co/nJL7mTcTns"
780327016763580416,2021-10-26 23:59:24+00:00, ,1453149294823809026,en,0,0,0,112,Twitter for iPhone,"RT @NyadolNyuon: Australia Climate Policy

We will begin taking action to take actions, so actions can be taken to progress the taking of m…"
17353325,2021-10-26 23:59:24+00:00, ,1453149294584754177,en,0,0,0,447,Twitter Web App,RT @lenoretaylor: It is not a plan. - We’ve spent a year waiting for this 2050 plan and it’s actually just the status quo with some new spe…
138273081,2021-10-26 23:59:24+00:00, ,1453149292676493314,en,0,0,0,358,Twitter for iPhone,"RT @RashidaTlaib: As I saw the faces of the courageous climate warriors, I got so emotional.

They shouldn't have to do this to get the inv…"
1197580636384415744,2021-10-26 23:59:24+00:00, ,1453149291820695556,en,2,1,0,2,Twitter Web App,"Our Brief is out for the week:

1⃣ A long one on climate and carbon🌲
2⃣ History resolution, online rumours, and patriotic education in Texas and Aust 👩‍🎓
3⃣ Digicel and using China's playbook 📲
4⃣ Approved news sources 🗞️
5⃣ Lin Yundi 🎹

https://t.co/tXavIDMVdC"
1446650069910835203,2021-10-26 23:58:26+00:00, ,1453149050329387013,en,0,0,0,120,Twitter for Android,"RT @maxfawcett: Today's cabinet shuffle sent a clear message to Alberta's government: when it comes to climate change, Ottawa isn't going t…"
1353218503252144128,2021-10-26 23:58:25+00:00, ,1453149047460544516,en,1,0,1,0,Twitter Web App,@PhilBrown62 @IanMcMi38908747 @tanya_plibersek He funds a lot of the 'climate change' rhetoric.
1333969328006283264,2021-10-26 23:58:25+00:00, ,1453149046852358144,en,7,0,0,2,Twitter Web App,"No PLAN on Climate Change Just a PLAN 2 Kill the Environment, Aust Unique Animals, It's  Citizens, small islands, with FIRES, DROUGHT, BIGGER STORMS, CYCLONES &amp;  GREAT FLOODS &amp; $250B 2 the COAL, GAS &amp; OIL MINING COMPANIES&amp; DONOERS thats the #L/N_CMS_Gov't &amp; #Scumbag_PM30 https://t.co/EYmpLRUbvl"
931397016,2021-10-26 23:58:25+00:00, ,1453149046462320646,en,0,0,0,313,Twitter Web App,"RT @JustinTrudeau: Strong, skilled, and diverse - this team is ready to continue delivering. Learn more about the Ministers who will put ho…"
67139171,2021-10-26 23:58:25+00:00, ,1453149046449664003,en,0,0,0,17,Twitter Web App,"RT @OurRevolution: “The fossil fuel industry knew about the climate crisis &amp; lied. It's that simple. Because they lied,
we are 30 years lat…"
1186673105441361920,2021-10-26 23:58:24+00:00, ,1453149044012879875,en,0,0,0,1,Twitter for Android,"RT @FriendIyMachine: Just to show how much everything has changed over the years, imagine Filthy Frank in the current climate. Cancel cultu…"
1163273791192985600,2021-10-26 23:58:24+00:00, ,1453149042041516038,en,0,0,0,87,Twitter Web App,RT @jwbarratt2_john: @mcannonbrookes Did anyone just watch Big Deal on ABC? The Indi community is inspiring and Helen Haines MP a breath of…
3165903396,2021-10-26 23:58:23+00:00, ,1453149039155810306,en,0,0,0,1230,Twitter for iPhone,RT @NickFeik: Treasury secretary admits in #estimates that Treasury hasn't done any modelling on the economic costs or benefits of net zero…
17143313,2021-10-26 23:58:23+00:00, ,1453149038828687361,en,0,0,0,47,Twitter for iPhone,"RT @billmckibben: We fight the climate crisis in Washington and on Wall Street. Today was a tough day in DC, and a remarkable one in the fi…"
1321205648340779010,2021-10-26 23:58:22+00:00, ,1453149033816633348,en,0,0,0,16,Twitter for iPhone,"RT @RCM_SMF: Nurturing students is vital in the current climate. We recently asked students to share how they were currently feeling, respo…"
286580337,2021-10-26 23:58:22+00:00, ,1453149033136996355,en,3,1,1,3,Twitter for iPhone,"This book could not be more timely. Until we face up to the true extent &amp; impact of Australia’s fossil fuel exports, as a nation we cannot meaningfully act on climate change. 
Thanks ⁦@newsouthpub⁩ ⁦@JeremyMoss25⁩ #COPGlasgow #climatechange #fossilfuelexports https://t.co/cg5KkNGpiy"
1380887932152639496,2021-10-26 23:58:22+00:00, ,1453149032549814275,en,0,0,0,1727,Twitter for iPhone,RT @EmeraldRobinson: Merrick Garland testified before Congress that he NEVER HEARD about the climate activists storming the Deptartment of…
2953545088,2021-10-26 23:58:21+00:00, ,1453149031153209344,en,0,0,0,158,Twitter for Android,"RT @RepJayapal: Climate action can’t wait any longer.

It’s time to Build Back Better and make real, life-changing investments that will en…"
2203233374,2021-10-26 23:58:21+00:00, ,1453149030935003136,en,0,0,0,110,Twitter for Android,"RT @math_rachel: - Millions of people are disabled with long covid (a horrific illness)
- This is going to be VERY expensive
- There are bi…"
784084496098492416,2021-10-26 23:58:21+00:00, ,1453149028930183176,en,0,0,0,352,Twitter Web App,RT @HungerStr1ke: Joe Manchin is corrupt. He takes millions from the fossil fuel industry—he profits from the climate crisis.  His corrupti…
1295388432806678531,2021-10-26 23:58:21+00:00, ,1453149027474751497,en,0,0,0,155,Twitter for Android,RT @nowthisnews: Sir David Attenborough warns that it will be too late to stop climate change if COP26 does not succeed. The UN climate con…
1347554660442402817,2021-10-26 23:58:20+00:00, ,1453149024681345030,en,0,0,0,7,Twitter Web App,RT @vikkirodgers: Interested in teaching environ or climate sci to undergrad business majors? We're hiring for TT and Lecturer positions #e…
1292267699918319616,2021-10-26 23:58:19+00:00, ,1453149022215147522,en,0,0,0,14,Twitter for Android,RT @CBSEveningNews: QUEEN HEALTH CONCERNS: There are new concerns over the health of Britain’s Queen Elizabeth after she canceled her appea…
1328609899211796480,2021-10-26 23:58:19+00:00, ,1453149020247969792,en,0,0,0,0,Revive Social App,- UK COP26 Presidency publishes Climate Finance Delivery Plan led by German State Secretary Flasbarth and Canada’s Minister Wilkinson ahead of COP26 https://t.co/NXCG0EAlcA
1586421852,2021-10-26 23:58:19+00:00, ,1453149019547619331,en,0,0,0,2044,Twitter Web App,RT @GeorgeMonbiot: This is super-exciting. We're launching a new channel that'll run for the duration of the climate talks in Glasgow: http…
1169016223755096065,2021-10-26 23:58:19+00:00, ,1453149019098714115,en,0,0,0,161,Twitter for iPhone,"RT @bkaydw: We can’t afford to be exhausted. That’s a GOP strategy. 
Pace yourself. Choose what you value most and protect it mightily.  We…"
